name,latitude,longitude,address,postalCode
Sto-Rox Neighborhood Family Health Center,40.46493379898109,-80.06307263298127,Thompson Avenue; 710,15136
Dairy Queen,40.46592118314754,-79.86499145077244,,
Greenfield Elementary School,40.4259076,-79.9450448,,
Mineo Building,40.4510459238544,-79.9348555091361,,
Palm Garden,40.4159219,-80.0117838,,
ittle Nipper's Pizza,40.3879326,-80.0496149,Beverly Road; 303,15216
Point State Park,40.441535259785816,-80.01000961691477,Commonwealth Place; 101,
Castle Shannon,40.3679627,-80.0302593,,
Electric Garage,40.4450339,-79.94693989999999,Forbes Ave; 4621,15213
Hanini Market,40.4763857,-80.0320019,,
YMCA of Greater Pittsburgh,40.43801861404598,-80.00090414551444,Boulevard of the Allies,15222
.J. Marks Jewelers,40.3809859,-80.0450538,Washington Road; 650,15228
Pendale Salon,40.385011,-80.0439286,,
Mount Olive Baptist Church,40.41366141128559,-79.88099342965565,,
Burke Building,40.43999654052904,-80.00195774166463,Fourth Avenue; 209; 211,15222
The Pitt Shop,40.4430896,-79.9554318,,
Duke's Upper Deck Cafe,40.40492941999553,-79.91198230563434,West 8th Avenue; 122,15120
St. Anne's,40.3610414,-80.0289587,,
Children's Museum of Pittsburgh,40.45265796425368,-80.00666518339233,,
Rea House,40.447925397086266,-79.92298157470874,,
Jalen's Barbershop,40.4536542,-79.9989737,,
Mt. Lebanon,40.38196119224349,-80.04299143605856,,
Shadyside Presbyterian Church,40.44910839294402,-79.93886759160335,,
Wean Hall,40.44307589938911,-79.94579423085933,Hamerschlag Drive; 311,
Saint Marks Cemetery,40.48378346296028,-80.09424145064892,,
Millvale Diner,40.4820123,-79.9739443,,
Olive & Marlowe,40.46307883836819,-79.92475477492454,Broad Street; 5975,15206
Bloomfield Bridge Tavern,40.4629057,-79.9519064,,
CVS,40.45200825119607,-79.95097173793506,,
Freeport Rd at #1150,40.4879239,-79.8793404,,
Pittsburgh City Hall,40.437909700000006,-79.99705325,Grant Street; 414,15219
East Street Distributing Co.,40.45493403977177,-79.99799764708149,,
Renaissance Pittsburgh Hotel,40.44409865053455,-80.00227619196068,6th Street; 107,15222
Duquesne University,40.43810100234851,-79.98966843034206,,
indo's Restaurant,40.4514375,-80.0179986,,
Citizens Bank,40.4419507,-79.9578177,Fifth Avenue; 3718,15213
The Vision Center,40.4390544,-79.9979075,,
Saint Nicholas Cemetery,40.47544302954866,-79.977979267989,,
South Side High School,40.4269316,-79.9904217,,
Cafe Milano,40.4429343,-80.0019879,,
Church of the Redeemer,40.43699990875845,-79.92491845620962,,
WDUQ-FM (Pittsburgh),40.43092386652354,-80.0070089727073,,
UCP Community Service Center,40.45192368400718,-79.95008808714218,Centre Avenue; 4638,15213
Freeport Rd at Lewis Ave,40.4971897,-79.8560512,,
Carnegie Library of Pittsburgh-Allegheny,40.45590073202626,-80.0070350439488,,
McBride Park,40.370205756758175,-79.90608325928012,,
Penn Station A,40.4434963,-79.9927358,,
Saint Annes Church,40.36602835568011,-80.0339457867919,,
Sally Beauty Supply,40.4309566,-79.9780541,1961,
57th Street Motors,40.48508297569611,-79.94600626479512,Butler Street; 5700,15201
Frick Park,40.42898561688322,-79.90413123495946,,
Essie's Original Hot Dogs,40.4419582,-79.9564439,,
Carnegie Public Library Brooline,40.394409,-80.0209017,,
Elks Lodge,40.452033726681535,-80.00076741342393,,
H&R Block,40.3878265,-80.0919343,,
Restaurant Depot,40.46420253256448,-79.9704474271518,35th Street; 100,15201
Dave's Music Mine,40.42797892141886,-79.986034258733,East Carson Street; 1210,15203
Busy Beaver,40.3749398,-80.0059918,,
Ri Van Tran,40.3810873,-80.0440536,lfred Street; 103,
Stanton-Negley Drug Co,40.4720992,-79.9259771,North Negley Avenue; 804,15206
Bayer Hall,40.4360333,-79.9927778,,
The Carlton,40.4389677,-79.9958864,Grant Street; 500,15222
North Side Beer,40.4570681,-80.0068866,Federal Street; 1304,
Daniels Alignment,40.37859515,-79.99385314999999,,
East Liberty Station,40.45898579356808,-79.92302382519799,,
Pittsburgh Center for the Arts,40.45199393930323,-79.9201331400078,Fifth Avenue; 6300,15232
Sara Heinz House,40.45500272907797,-79.99292406615746,Heinz Street; 1,15212
Southside Steaks,40.428385500000005,-79.97699379999999,East Carson Street; 2000,15203
Polish Hill Community Garden,40.4569947,-79.9689949,,
First National Bank Wealth Management,40.4472704,-80.004051,,
Softball Field,40.37598146785959,-79.97218544316713,,
Foster Plaza 8,40.42191994200577,-80.0640095523114,Holiday Drive; 730,15220
rican Natural,40.4309749,-80.0012277,East Carson Street; 73,15219
Whitfield Hall,40.44839448214272,-79.9501851485014,North Craig Street; 143,
Black Forge Coffee House,40.4209146,-79.9923809,lington Avenue; 1206,15210
Mervis Hall,40.44101882773219,-79.95293161474383,,
Carnegie Office Park,40.41834796957127,-80.09094122792983,,
Crafton Park,40.43804981896877,-80.0739675095118,,
Western Pennsylvania School for the Deaf,40.43393657253144,-79.88150823324955,East Swissvale Avenue; 300,
Jester's Court,40.4286627753248,-79.98361568751551,East Carson Street; 1410,15203
The Foundry,40.4460028,-80.0109995,,
Dormont Elementary,40.3939537222933,-80.04416066908352,nnapolis Avenue; 3200,
Pittsburgh Obama Academy of International Studies 6-12,40.46684080745061,-79.92312910065796,North Highland Avenue; 515,
Work Hard,40.4216756,-79.9939276,,
Club Cafe,40.42902081194921,-79.98702945025121,South 12th Street; 56; 58,15203
The Eye Gallery,40.3839154,-80.0440667,Washington Road; 514,15228
Citizens Bank,40.494988,-80.0549942,,
Paisano's Restaurant,40.4220181,-79.9928981,East Warrington Avenue; 812,15210
Three Gateway Center,40.44204436141013,-80.00493988128095,,
PNC Bank,40.4609213,-79.9480765,iberty Avenue; 4761,15224
Warner Hall,40.444177,-79.94339074999998,Forbes Avenue; 5000,
Saint John the Baptist Ukrainian Catholic,40.427946,-79.991988,,
University Technology Development Center,40.446042674553546,-79.94957240755737,Henry St; 4516,15213
CVS,40.4393473,-79.9599067,,
General Dentistry,40.4959968,-80.0570465,incoln Avenue; 538,
Schenley High School,40.450352398748805,-79.9539039875995,,
lla Famiglia,40.4220575,-79.9934998,E Warrington Ave; 804,15210
Cogos,40.3923617,-80.0169381,Brookline Boulevard; 1001,15226
Constellation Coffee,40.465668,-79.9560239,Penn Avenue; 4059,15224
EQT Plaza,40.4419609073485,-80.00094148832399,iberty Avenue; 625,
The Army Church,40.4429804,-79.9990448,,
Park House,40.4529231,-80.0009257,,
The Rocks Car Wash,40.46497335538503,-80.06896197239034,Chartiers Avenue; 1122,15136
Rivertowne North Shore,40.4460069,-80.0105048,,
UPMC Greater Pittsburgh Medical Associates,40.4710937,-79.9604614,,
Frick Park Clay Courts,40.43694546203579,-79.89692022574869,,
Morewood Gardens,40.44546534273233,-79.94290761235818,,
Brookline Beer,40.3920594,-80.0170714,Brookline Boulevard; 1019,15226
Pittsburgh Board of Education,40.44506217993335,-79.95069647836259,,
Herron Station,40.4589143,-79.9669567,,
Hillman Cancer Center,40.45491100909951,-79.94244315057904,Centre Ave; 5115,15232
Shadyside Market and Deli,40.4506774,-79.9349721,,
PNC,40.45131693617101,-80.00682266734874,,
Milky Way,40.4329768,-79.9231878,Murray Avenue; 2120,15217
llegheny Refrigeration,40.45549798761567,-80.0148060505833,,
Sawyer School Learning Resources Center,40.4431757,-79.9990373,,
Blue Eagle Market,40.4730824,-80.0742281,,
banon House,40.38401489557376,-80.04406913673557,Washington Road; 520,15228
Memorial Hall,40.3659661,-80.0159565,,
Bouquet Gardens Building G,40.44099534056378,-79.95601494347405,,
Episcopal Church of the Epiphany,40.49795903384061,-80.06168437880247,,
Schenley House,40.4489412928616,-79.9507457395001,North Craig Street; 151,
McKees Rocks Mound,40.4729142,-80.0509871,,
Doherty Hall,40.44192679504558,-79.94446889381533,Hamerschlag Drive; 281,
SubMed Cafe,40.4387869,-79.9982533,Cherry Way; 401,
Bloomfield Playground,40.46224716693809,-79.95402379612264,,
Steel Plaza,40.4398835,-79.995157,,
Point of View,40.4389747,-80.0212687,,
Frick Park,40.406069544596,-79.9079429549968,,
Parador Inn,40.4514967,-80.0180848,,
Tambellini Restaurant,40.44296900775173,-80.00014356688571,7th Street; 139,15222
Shaare Torah Congregation,40.43093508026403,-79.92291648814974,,
Port Authority of Allegheny County Police,40.44692749772225,-79.9869722047061,,
The Cut,40.44326984819631,-79.94308576155356,,
Denny's,40.3909249,-80.0740616,,
Castle Shannon,40.36793093589723,-80.03011826409363,,
Dunkin' Donuts,40.4410359,-80.0029199,,
PNC Bank,40.42791825072339,-79.9807857039436,East Carson Street; 1736,15203
Freeport Rd at #1050,40.4869176,-79.8839637,,
Brentwood Library,40.37506539634952,-79.9749346053676,,
Rothrock's Kung Fu & Tai Chi Academy,40.42802717238598,-79.970956755989,East Carson Street; 2340,15203
Hazelwood Green,40.41597697067248,-79.94980776323993,,
incoln Elementary School,40.38907735375239,-80.04792406408183,,
Prospect Park,40.36497505174911,-79.96198317588077,,
Centre Commons,40.45748377647183,-79.93248484387234,Centre Ave; 5750,15206
Scarpaci's Place,40.4289031,-80.006983,,
Pesaro's Pizza,40.4709202,-79.9597591,,
Federal Galley,40.45151434347703,-80.00603115609478,,
Freedom Corner,40.44106934516659,-79.98608015539932,,
Troy Hill Playground,40.4579024,-79.9889419,,
Duquesne University,40.438752934116586,-79.99434589218113,,
Bellefield Boiler Plant,40.44221868707607,-79.94914394583546,,
Family Dollar,40.430048629126425,-79.97680521724459,Wharton Street; 2020,15203
Sampo Distributors; Inc.,40.46544782641689,-80.05797172194991,Bell Avenue; 400,15136
Peace Garden,40.44097181718583,-79.94312039905644,,
Shady Side Academy Junior School,40.4439643,-79.8970171,,
Murphy's Auto Body,40.38194154999999,-79.99783439999999,,
Subway,40.440169529582434,-80.00191661958308,Market Street; 3,15222
Evergreen Ave at John St,40.4871911,-79.973055,,
Cyert Hall,40.44397506672017,-79.94405576771237,Forbes Avenue; 4910,
Pittsburgh Steak Company,40.428339481680375,-79.97790145527131,East Carson Street; 1924,15203
Steel City Vapors,40.3596165,-80.0291779,,
Bellefield Hall,40.44496963324592,-79.95089521984049,S. Bellefield Avenue; 315,15260
BNY Mellon Center,40.43972262752612,-79.99607616971765,Grant Street; 500,15219
Fifth Third Bank,40.4516097,-79.9320005,,
Primanti Brothers,40.42790986292833,-79.97930485529662,East Carson Street; 1832,15203
The Carlyle,40.43913944072843,-80.00097789142917,Fourth Avenue; 306,15222
565 Live,40.4959131,-80.0580748,,
Wabash Post Office,40.440927,-80.0346601,,
Marathon,40.388014,-80.0900426,,
Squaw Valley Park,40.49690597790942,-79.88095789806913,,
Fox Chapel Plaza,40.48853914962054,-79.88090565969588,Freeport Road; 1151,15238
Trey's Laundromat,40.4845608,-80.0359807,,
Mustard & Relics,40.482042,-80.0335644,Brighton Road; 3596,
Bon Air,40.4079395,-80.0029421,,
Biomedical Science Tower III,40.44096428739198,-79.96006600831237,,
Benedum Hall,40.44401993258681,-79.95903174163551,,
Stack'd,40.4511349,-79.9350275,,
BeehIve Coffee,40.4290156,-79.9839846,,
Point Park University Library,40.4386798,-80.0009684,,
Kelly's Beer Distributor,40.48597622104303,-80.03709745055501,,
Nova Place,40.45068332048009,-80.00607111890291,,
PNC Park Box Office,40.4480369,-80.0050238,,
Hair Day,40.4309034,-79.978305,1945,
The Exchange,40.4402031294742,-80.0017156880789,Forbes Avenue,15222
Homewood Suites by Hilton Pittsburgh Downtown,40.44794621113792,-79.98977416426969,,
Bruce Hall,40.44309193296692,-79.954928550922,,
Kenny Ross Ford,40.37095646781476,-80.00980050061644,,
Morningside Church of God In Christ,40.4660132,-79.9405033,,
Trees Hall,40.4440971582029,-79.96493516368481,,
Polish Hill Wiggins Community Garden,40.458080663668895,-79.96936847966549,,
gelia's Italian Grille,40.4678754,-80.0955304,McKees Rocks Road; 1817,15136
Seton Lasalle High School,40.38706724711926,-80.02604332395661,,
Sweeney's Irish Pub,40.4779788,-79.9704187,,
Parkway Center,40.42448259075534,-80.03795306474473,,
Wood Street Galleries,40.4419748,-79.9989486,,
Conestoga Building,40.437621573596864,-80.00302144163709,Wood Street; 1-7,15222
Penny Arcade,40.38669095,-79.8634159,,
Carmalt Science and Technology Elementary School,40.3874530219759,-80.00705552483316,,
Shannon Auto Service Center,40.36458975233235,-80.01917910803321,,
Dormont Junction,40.3909629,-80.0409687,,
Oakland International Fellowship,40.44805331104725,-79.9506290133708,Dithridge Street; 134,
Subba Asian Restaurant,40.452902,-80.0015924,,
Carolyn Dorsey Agency; Inc.,40.4603159,-79.9280308,Baum Boulevard; 5901,15206-3807
Holland Hall,40.44296104112715,-79.95608682426425,,
Forbes Hall,40.44043417101487,-79.9589447607099,,
Millvale Riverfront Park,40.47208326343541,-79.97194357190071,,
io Deli and Caf,40.3890246,-80.0498602,,
Saint Anne School,40.36144922535745,-80.0289185732927,,
Brookline Teen Outreach,40.3957306,-80.0231684,Brookline Boulevard; 520,15226
Hilton Garden Inn Pittsburgh University Place,40.4389489,-79.9594471,,
Hotel Monaco Pittsburgh,40.441372719111385,-79.99627699791137,Sixth Avenue; 435,
llegheny County Courthouse,40.438777789039534,-79.99641203094417,Grant Street; 414,15219
llegheny Health Network,40.45292771794865,-80.00429756217413,,
Squirrel Hill Cafe,40.437927,-79.9227168,,
Canton Avenue,40.40976744623303,-80.03006403934207,,
Jones Hall,40.45105124705629,-80.01401940177117,Ridge Avenue; 808,
Clapp Hall,40.44614740964767,-79.95295863465385,,
Mercy Behavioral Health Center Reedsdale Street,40.44796812408439,-80.01987455454234,Reedsdale Street; 1200,15233
Banksville Park,40.41394449294684,-80.03907642668003,,
Penn Station,40.4440295,-79.9920299,,
Nana's Northside Diner,40.4559144,-80.0070136,,
lumni Hall,40.44556943920431,-79.9539082711636,,
Pittsburgh Parking Authority,40.4432932,-80.0019537,,
Pleasure Bar,40.4620977,-79.9490095,iberty Avenue; 4729,15224
Schwartz Living Market,40.42890319926678,-79.98397571220086,East Carson Street; 1317,15203
Bon Air,40.4079432,-80.0031162,,
Thai Cuisine,40.4619327,-79.9499363,,
Bellevue Post Office,40.49695725,-80.05734735,North Sprague Avenue; 15,15202
Fairmont Pittsburgh,40.4414817,-80.0020083,Market Street; 510,15222
Jefferson Middle School,40.38191957613664,-80.06095291359352,Moffett Street; 21,
Potomac Bakery,40.39493208570999,-80.03486722994282,Potomac Avenue; 1419,
Boss House,40.442000150000005,-79.93899775000001,,
University Pittsburgh Childhood Development Center,40.44793226608669,-79.94493190956545,,
Grow Pittsburgh Garden Resource Center,40.45963054069038,-79.91300051415573,,
Pittsburgh Zoo & PPG Aquarium,40.48296399654854,-79.91869689830578,Wild Place; One,15206
Saint Nicholas Cemetery,40.4749644,-79.9780429,,
Jefferson Elementary School Library,40.3819185,-80.0607948,,
McDonald's,40.46309529802735,-79.92690360861886,North Euclid Avenue; 148,15206
Banksville Plaza,40.39963192810427,-80.04408069805078,,
Shadyside Surgi-Center,40.45804037939507,-79.93309545102437,Centre Avenue; 5727,15206
Pittsburgh Jeans Company,40.42813811988663,-79.97403167015915,East Carson Street; 2222,15203
Dippy the Dinosaur,40.44298423165566,-79.95093625340296,,
Keystone Oaks High School,40.3868835,-80.0297147,,
River Vue,40.44059814496718,-80.00628032843575,iberty Avenue; 500,15222
Diocese of Pittsburgh,40.43962476821403,-80.00390519701567,Boulevard of the Allies; 111,15222
ictoria Building,40.44128234350922,-79.96064131414917,,
Robot City Roundhouse,40.42090876406552,-79.95074399671446,,
Hazelwood Christian Church,40.40897283010779,-79.94242459178439,,
South Bank,40.3925787,-79.9984029,,
omito Restaurant,40.4610539,-79.9480911,iberty Avenue; 4770,15224
Grandview Bakery & Sweet Shop,40.429863,-80.0071949,Shiloh Street; 225,15211
Pine Cone Park,40.3770562665608,-80.03479214249307,,
Polo Barber Shop,40.3930817,-80.0190274,Brookline Boulevard; 905,15226
Giant Eagle,40.41100629936042,-79.90843532460512,Waterfront Drive East; 420,15120
Mount Lebanon Park,40.372953571964366,-80.05531105412396,,
Banksville Laundromat,40.4001256,-80.044286,Banksville Road; 3144,15216
Garden Theater,40.45554040584797,-80.00698697198403,,
The Library,40.42808135,-79.97303895,East Carson Street; 2302,15203
Minadeo Elementary School Library,40.423758,-79.9243926,,
opardi Auto Sales,40.38360898781278,-79.99497006371402,,
Riverview Towers,40.41292876799356,-79.92094846334128,,
ldi,40.4579008,-79.9350865,Baum Boulevard; 5631,15206
McBubbles Car Wash,40.492945111153205,-80.0630934125231,,
Baldwin Township Community Library,40.3796566,-80.0177403,,
Bloomfield Post Office,40.45691104534517,-79.9409446565743,iberty Ave; 5182,15224
Mary Anne's Breakfast-N-Lunch,40.48593604014805,-80.07506710120046,Island Avenue; 1460,
Panther Hall,40.44498734340524,-79.96209824445856,,
Rita's Italian Ice,40.487973,-79.8797093,Freeport Road; 1175,15238
Pie Express,40.4415865,-79.9569789,Oakland Avenue; 148,15213
University of Pittsburgh,40.44398772299885,-79.95764067917919,,
Pittsburgh Plate Glass Building,40.4400692,-80.0020976,,
Killarney,40.3740868,-80.008094,,
Salon Uzori,40.42806892973197,-79.97194916563026,East Carson Street; 2310,15203
K&L Gates Center,40.44209916198588,-80.00003530764539,Sixth Avenue; 210,
Mamma Lucia,40.44035540000001,-80.00091575000002,Wood Street; 433,15222
John Heinz Pittsburgh Regional History Center,40.4466218,-79.9919012,,
Forbes-Craig Apartments,40.443910464258416,-79.94894262968376,,
Pittsburgh Classical Middle School,40.4510418,-80.0490476,,
llegheny County Garage,40.43087347669693,-79.99841942683102,McKean Street; 215,15219
Residence Inn Pittsburgh North Shore,40.44803375621941,-80.00690822565772,,
Brew House,40.4269792,-79.9689531,East Carson Street; 2512,15203
Butler St at Freeport St,40.4964285,-79.9441718,,
WN Groceries,40.45298053720247,-80.02029444435257,West North Avenue; 1018,15233
Spring Garden Elementary School,40.4639357,-79.9690636,,
Church of the Assumption,40.49693041635198,-80.05693125975696,North Sprague Avenue; 42,15202
Hookah Bookah,40.42751741414046,-79.96891125215834,East Carson Street; 2506,15203
Thai Gourmet,40.4631619,-79.950951,,
CMU Tennis Courts,40.44241221942671,-79.94207478704969,,
Byers Hall,40.449778286921685,-80.01595317542657,,
Friendship Academy,40.4609501,-79.93201929999998,,
Brottier Hall,40.43739177912741,-79.99294990952124,,
Pino's Italian Kitchen,40.4503353,-79.9143949,,
Rogue Tattoo,40.4720826,-79.9595583,Butler Street; 4419,
Mellon Park Tennis Center,40.45402548865932,-79.917095235022,,
Gateway Center Post Office,40.4390011,-80.0049604,,
Ross Community United Presbyterian Church,40.49942081577287,-80.01199105033058,Nelson Run Road; 4501,15214
Tavern 245,40.43968675702506,-80.00091754808402,Fourth Avenue; 245,15222
West Park,40.45294437260129,-80.01117571507609,,
Childrens Center of Pittsburgh,40.4360476,-79.9600809,,
East Ohio St at Grant Ave,40.4779497,-79.96894195,,
Southside Jewelers,40.428902319335485,-79.97960758651557,East Carson Street; 1821,15203
wrenceville Vision Care,40.4699386,-79.9605851,,
Gateway Center Park,40.44082761671303,-80.00540069490933,,
Northside Dental,40.45399859705353,-80.00201843747998,,
The Allegheny,40.45049043724613,-80.0078113680415,,
Park Circle Motors,40.46984538111711,-80.0770445632762,Singer Avenue; 401,15136
Mineo's Pizza House,40.3799062,-80.0446665,Washington Road; 713A,15228
Mt. Lebanon,40.3819571,-80.0432312,,
rrott Building,40.43960322633461,-80.00139104419651,Wood Street; 401,15222
West End Park,40.43693463549892,-80.03690193073875,,
The Royal Palace,40.37930379694543,-80.00201469205263,,
Saint Simon and Jude Church,40.4005623,-80.0640326,,
Wendy's,40.49393995272355,-80.06297341455718,,
Quest Diagnostics,40.3816378,-80.0439499,Washington Road; 642,15228
Oakland Square,40.43706358350328,-79.9509940797457,,
Washington Blvd opp Highland Dr,40.4742857,-79.9079463,,
Number Garden,40.44090961278765,-79.94247831761346,,
llegheny Cemetery,40.47296982647944,-79.94897049433735,,
Carriage House; Chatham University,40.44713758292493,-79.92468769547412,,
St. Paul Cathedral,40.44693342798407,-79.9498164287727,North Dithridge Street; 108,15213-2608
JR's Bar,40.4540025,-79.9999785,,
DoubleTree by Hilton Hotel Pittsburgh-Green Tree,40.418696474267925,-80.05909918653225,Mansfield Avenue; 500,15205
Islamic Center of Pittsburgh,40.44880392700569,-79.9560357728057,Bigelow Boulevard; 4100,15213
Reconciliation Church,40.4460107,-79.8847129,,
Grant Building,40.4380491,-79.9969425,Grant Street; 310-330,15219
Christian Tabernacle Church,40.4470893,-79.9679646,,
University School,40.4509127,-79.93029,,
Subway,40.45190479673741,-79.95159011373534,Centre Avenue; 4613,15213
Carnegie Mellon University Bookstore,40.4440584,-79.9423308,Forbes Avenue; 5032,15213
Westfield,40.4104747,-80.0201132,,
Woolslair Elementary School Library,40.4640028,-79.956992,,
Yen's Gourmet,40.46093443589603,-79.92269305644011,Penn Avenue; 6123,15206
Brackenridge Hall,40.44308292138056,-79.95493161113696,,
Prince of Peace,40.42894530788655,-79.98491551442439,South 13th Street; 81,15203
ittle Ceasars,40.456027604494,-79.93690169641475,Centre Avenue; 5430,15232
Spencer United Methodist Church,40.38606122977367,-79.97698693252242,,
Best Auto Mart,40.40028903175149,-80.00073830527137,,
Bouquet Gardens Building B,40.44102596734419,-79.95467403569103,,
Weil Elementary School,40.4439135,-79.9742191,,
Southside Works Cinema,40.42806544999999,-79.96501825000001,Cinema Drive; 425,15203
pteka,40.46603291944783,-79.94891087736558,,
Paul's Motor Car Service,40.3810272,-80.0000958,,
Supercuts,40.4529128,-79.9469458,,
Monongahela Incline Upper Station,40.43135609912349,-80.0060612029619,,
Zeke's Coffee,40.4609753,-79.9240134,Penn Ave; 6015,
Dinan Park,40.48295096373272,-79.93277236227297,,
Wyndham Pittsburgh University Center,40.44615773781295,-79.95506412630202,,
Mount Washington Baptist Church,40.43121953104991,-80.00768135574484,,
Presston Park,40.48293054976014,-80.06207980034151,,
Farmers Daughter,40.4529877,-80.0005867,,
420 Boulevard of the Allies,40.43690921821196,-79.99968739678422,Boulevard of the Allies; 420,15222
Brookline Boulevard United Presbyterian Church,40.3920445,-80.015907,Brookline Boulevard; 1036,15226
PNC,40.427106,-80.0564715,,
tria's Restaurant & Tavern,40.4470834,-80.0039377,,
Carson City Saloon,40.42895932488072,-79.98409514642042,East Carson Street; 1401,15203
Brentwood Bank,40.3730566,-79.974957,,
Unity Center of Pittsburgh,40.4639612,-79.9419087,,
1311 Carson,40.42905753970768,-79.9850271499786,East Carson Street; 1311,15203
Subway,40.439067,-79.9990828,Smithfield Street; 414,15222
Crazy Mocha,40.4381763,-79.9986315,,
Potak House,40.4640809,-80.0229193,,
Warner Centre,40.440037436768,-79.99965758320934,Fifth Avenue; 332,15222
Roosevelt Elementary School,40.3977714,-79.9889307,,
Saint Rosalia Grade School,40.4257828,-79.9429919,,
Wood Street,40.4419919,-79.998942,,
Glenwood Yard,40.40047010965698,-79.94204493753858,,
E Carson St at Station Square,40.4319166,-80.002985,,
Thomas Jefferson Middle School,40.3809907,-80.0606239,,
Hi-Tech Auto Care,40.49149546655765,-79.86499427736133,,
Food Services,40.43039153375961,-79.98503919999531,South 13th Street; 8,15203
Eddy Theatre,40.44796334517794,-79.92593023509227,,
Pittsburgh Popcorn,40.442054,-79.957961,,
Quantum Theatre,40.4290896,-79.9909731,,
The Cut,40.44294166481256,-79.94295040964943,,
Castle Shannon Police Department,40.367503,-80.009148,,
O'Reilly Theater,40.44290226738298,-80.00098055167464,Penn Avenue; 621,15222
Scobell House,40.44132985,-79.939619,,
The Corner,40.44048596024435,-79.9653277189829,Robinson Street; 200,
Carnegie Library of Hill District,40.4433,-79.981,,
St. Pius X Catholic Church,40.3954097,-80.0289888,,
Elroy Elementary School,40.37894672170227,-79.9729662701321,Elroy Avenue; 3129,15227
Cargill Salt,40.47906347965003,-80.06197829022204,Nichol Avenue; 180,15136
ubavitch Center,40.431928,-79.9277446,Wightman Street; 2100,15217
oafers Bread Company,40.4879546,-79.8806184,Freeport Road; 1153,15238
WYEP-FM,40.4298649061322,-79.9870408074842,Bedford Square; 67,
South Hills Optical,40.3797745,-80.0447417,Washington Road; 713,15228
Rainbow,40.4309712,-79.9774774,2007,
Dave and Andy's,40.440917,-79.956996,twood St.; 207,15213
Castle Shannon,40.36823920749329,-80.03026463701663,,
MC Loews Waterfront 22,40.40709342309405,-79.91792790119428,,
PNC Bank,40.45202277211635,-79.93193239571178,,
ugust Wilson Park,40.44596836966028,-79.9860828677631,,
Fu Lai Chinese Restaurant,40.4419943,-80.0031128,,
South Bank,40.3929485,-79.9979155,,
Schenley Gardens,40.45392445830855,-79.9549772614602,,
Starbucks,40.42905490082649,-79.98401865611764,East Carson Street; 1400,15203
-1 Auto Mart,40.3990779,-79.9998031,,
zing Books,40.4340451,-79.9229022,Murray Avenue; 2030,
Evaline Lutheran Church,40.46246993033298,-79.94120826881387,,
walking to the sky,40.4429481697472,-79.94304521281805,,
Marathon,40.36494130508335,-80.01890898593923,,
Mount Lebanon United Lutheran Church,40.37378144101459,-80.04809657398081,Washington Road; 975,15228
llegheny Sandwich Shop,40.4523487,-80.0149693,Western Avenue; 822,
Simba Market,40.4529049,-79.9999813,,
Frick Building,40.43894325,-79.99692209999999,Grant Street; 437,15222
Schiller's Pharmacy,40.450597518500416,-79.9352564447348,S. Aiken Ave; 811,15232
Station Square,40.43503474019061,-80.00696027705087,,
Salon Vivace,40.3820889,-80.0444419,Washington Road; 642,15228
Mardis Gras,40.4509311,-79.9350471,,
Brookline Elementary School Library,40.394807,-80.0249428,,
Clark Building,40.44907966635068,-80.00867742148216,,
PNC Park,40.44704442969118,-80.00589649417068,,
Citizens Bank.,40.4403352,-79.9980914,,
Citizens Bank,40.46058245072138,-79.92345705331311,Penn Avenue; 6112,15206
The Big Dipper,40.38804526925564,-79.86501227845854,,
Scherer Lock & Supply,40.45600568917567,-80.0149518525304,,
T&T Building,40.44201696391214,-79.99605441534521,Grant Street; 635,
wyers Building,40.4390978232591,-79.99797846070304,Forbes Avenue; 428,15222
East Liberty Station,40.4589864,-79.9230219,,
Bobby's,40.3751746,-79.984011,,
rby's,40.36509475620615,-80.0203133895082,,
Zorbas,40.4387904,-79.9989645,Smithfield Street; 400,15222
Saint Regis School,40.4310247,-79.9525517,,
ibrary Building,40.44978056230813,-80.01290094880046,,
DiSilvas Pizzeria,40.37402,-79.9760169,,
Subway,40.4395339,-80.0013783,,
Saint Georges Cemetery,40.4047916,-79.9940416,,
s Palmas,40.4389517,-79.954966,twood Street; 326,
Elephant House,40.48502582707728,-79.91956049718479,,
PNC Bank,40.4529921,-80.0550305,Chartiers Ave.; 2827,15204
ight of Life Rescue Mission,40.4520793,-80.017078,,
Foster Plaza 1,40.42092497173984,-80.05604782045273,Holiday Drive; 415,15220
Olivet Baptist Church,40.4455849,-79.9730917,,
7-Eleven,40.44026,-80.0010691,Wood Street; 429,15222
National City Bank,40.439997,-79.9990299,Smithfield Street; 420,
North Side,40.4479442,-80.0095935,,
Eyetique,40.4309711,-79.9233873,,
Hyatt Place Pittsburgh North Shore,40.44668996135805,-80.00908960732367,North Shore Drive; 260,15212
Crafton United Presbyterian Church,40.4329686,-80.0650712,,
Pittsburgh Playhouse,40.4370358,-79.9629076,,
Mount Washington Park,40.42395581138057,-80.01608686829722,,
Fort Pitt Museum,40.44100906309478,-80.00967747957452,,
Rite Aid,40.4380143,-79.9229492,,
St Rosalia-Old school,40.4260697289257,-79.94298132881234,,
Sterling Plaza,40.449925539109344,-79.95117518344811,N Craig St; 201,15213
Sichuan Gourmet,40.4390874,-79.9549116,twood Street; 328,15213-4026
Eyetique,40.4510468,-79.9347737,,
Sandcastle Water Park,40.39651237026043,-79.93047223486974,,
